#ELM_Instance_Download_Version: 1.4
#ELM_Instance_Download_Date: 2022-03-17 09:28:34.137269
#Origin: asimov
#Type: tsv
#NumInstances: 3934
"Accession"	"ELMType"	"ELMIdentifier"	"ProteinName"	"Primary_Acc"	"Accessions"	"Start"	"End"	"References"	"Methods"	"InstanceLogic"	"PDB"	"Organism"
"ELMI003827"	"MOD"	"MOD_CK1_1"	"NCOA3_HUMAN"	"Q9Y6Q9"	"Q9Y6Q9 A4LAZ5 Q0VF45 Q5JYD9 Q5JYE0 Q9BR49 Q9UPC9 Q9UPG4 Q9UPG7"	"598"	"604"	"19339517"	"alanine scanning; protein kinase assay; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI003821"	"MOD"	"MOD_CK1_1"	"NFAT5_HUMAN"	"O94916"	"O94916 A2RRB4 A6H8V5 E9PHR7 O95693 Q7LA65 Q969Q8 Q96QH3 Q9UN18"	"155"	"161"	"18411282"	"Identification by mass spectrometry; alanine scanning; inhibitor; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002258"	"MOD"	"MOD_CK1_1"	"P53_HUMAN"	"P04637"	"P04637 Q15086 Q15087 Q15088 Q16535 Q16807 Q16808 Q16809 Q16810 Q16811 Q16848 Q2XN98 Q3LRW1 Q3LRW2 Q3LRW3 Q3LRW4 Q3LRW5 Q86UG1 Q8J016 Q99659 Q9BTM4 Q9HAQ8 Q9NP68 Q9NPJ2 Q9NZD0 Q9UBI2 Q9UQ61"	"15"	"21"	"10734067 10606744"	"mutation analysis; protein kinase assay; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI003817"	"MOD"	"MOD_CK1_1"	"PER2_HUMAN"	"O15055"	"O15055 A2I2P7 Q4ZG49 Q6DT41 Q9UQ45"	"665"	"671"	"21324900"	"alanine scanning; inhibitor; mutation analysis; protein kinase assay; rna interference; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003819"	"MOD"	"MOD_CK1_1"	"PYRG2_HUMAN"	"Q9NRF8"	"Q9NRF8 B3KWM2 Q9BRI0 Q9H809 Q9H8K9"	"571"	"577"	"20739275"	"alanine scanning; inhibitor; protein kinase assay; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI003831"	"MOD"	"MOD_CK1_1"	"TRAF3_HUMAN"	"Q13114"	"Q13114 B7Z8C4 Q12990 Q13076 Q13947 Q6AZX1 Q9UNL1"	"349"	"355"	"26928339"	"Identification by mass spectrometry; alanine scanning; comigration in sds page; protein kinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003818"	"MOD"	"MOD_CK1_1"	"TRPM4_HUMAN"	"Q8TD43"	"Q8TD43 A2RU25 Q7Z5D9 Q96L84 Q9NXV1"	"839"	"845"	"25231975"	"alanine scanning; de novo protein sequencing by mass spectrometry; fluorescence technology; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002260"	"MOD"	"MOD_CK1_1"	"YAP1_HUMAN"	"P46937-2"	"P46937 Q7Z574 Q8IUY9"	"381"	"387"	"20048001"	"anti tag coimmunoprecipitation; inhibitor; mutation analysis; protein kinase assay; protein kinase assay; radiolabel"	"true positive"	""	"Homo sapiens"
"ELMI003847"	"MOD"	"MOD_CK2_1"	"AKT1_HUMAN"	"P31749"	"P31749 B2RAM5 Q9BWB6"	"126"	"132"	"15818404"	"Identification by mass spectrometry; alanine scanning; protein kinase assay; protein kinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003845"	"MOD"	"MOD_CK2_1"	"AP2A_HUMAN"	"P05549"	"P05549 Q13777 Q5TAV5 Q8N1C6"	"426"	"432"	"21777522"	"alanine scanning; coimmunoprecipitation; glutathione s tranferase tag; inhibitor; protein kinase assay; protein kinase assay; pull down; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI003856"	"MOD"	"MOD_CK2_1"	"BRMS1_HUMAN"	"Q9HCU9"	"Q9HCU9 Q6IAI2"	"27"	"33"	"26980766"	"Identification by mass spectrometry; alanine scanning; coimmunoprecipitation; inhibitor; protein kinase assay; protein kinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003838"	"MOD"	"MOD_CK2_1"	"CASP9_MOUSE"	"Q8C3Q9"	"Q8C3Q9"	"345"	"351"	"18467326"	"alanine scanning; inhibitor; protein kinase assay; protein kinase assay"	"true positive"	""	"Mus musculus"
"ELMI003848"	"MOD"	"MOD_CK2_1"	"COR1C_HUMAN"	"Q9ULV4"	"Q9ULV4 A7MAP0 A7MAP1 B3KU12 Q9NSK5"	"460"	"466"	"22355754"	"glutathione s tranferase tag; mutation analysis; protein kinase assay; protein kinase assay; pull down"	"true positive"	""	"Homo sapiens"
"ELMI003835"	"MOD"	"MOD_CK2_1"	"DNJB2_HUMAN"	"P25686"	"P25686 A8K9P6 Q53QD7 Q8IUK1 Q8IUK2 Q96F52"	"247"	"253"	"28031292"	"alanine scanning; inhibitor; protein kinase assay; protein kinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003851"	"MOD"	"MOD_CK2_1"	"DOK7_MOUSE"	"Q18PE0"	"Q18PE0 Q3TCZ6 Q5FW70 Q8C8U7"	"263"	"269"	"26198629"	"alanine scanning; coimmunoprecipitation; fluorescence technology; protein kinase assay; two hybrid"	"true positive"	""	"Mus musculus"
"ELMI003833"	"MOD"	"MOD_CK2_1"	"EIF3J_HUMAN"	"O75822"	"O75822 B4DUI3 F5H425 Q9BUD2 Q9H8Q2 Q9UI65"	"124"	"130"	"25887626"	"Identification by mass spectrometry; alanine scanning; coimmunoprecipitation; inhibitor; protein kinase assay; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI003850"	"MOD"	"MOD_CK2_1"	"FADD_HUMAN"	"Q13158"	"Q13158 Q14866 Q6IBR4"	"200"	"206"	"26253696"	"mutation analysis; protein kinase assay"	"unknown"	""	"Homo sapiens"
"ELMI003834"	"MOD"	"MOD_CK2_1"	"FMR1_MOUSE"	"P35922"	"P35922"	"496"	"502"	"27957526"	"alanine scanning; inhibitor; protein kinase assay; western blot"	"true positive"	""	"Mus musculus"
"ELMI003843"	"MOD"	"MOD_CK2_1"	"HS90B_HUMAN"	"P08238"	"P08238 B2R5P0 Q5T9W7 Q9NQW0 Q9NTK6"	"223"	"229"	"25995454"	"Identification by mass spectrometry; inhibitor; rna interference; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003844"	"MOD"	"MOD_CK2_1"	"HS90B_HUMAN"	"P08238"	"P08238 B2R5P0 Q5T9W7 Q9NQW0 Q9NTK6"	"252"	"258"	"25995454"	"Identification by mass spectrometry; inhibitor; rna interference; western blot"	"true positive"	""	"Homo sapiens"
"ELMI000927"	"MOD"	"MOD_CK2_1"	"IRS1_HUMAN"	"P35568"	"P35568"	"85"	"91"	""	""	"unknown"	""	"Homo sapiens"
"ELMI000928"	"MOD"	"MOD_CK2_1"	"IRS1_HUMAN"	"P35568"	"P35568"	"96"	"102"	""	""	"unknown"	""	"Homo sapiens"
"ELMI000926"	"MOD"	"MOD_CK2_1"	"IRS1_HUMAN"	"P35568"	"P35568"	"327"	"333"	""	""	"unknown"	""	"Homo sapiens"
"ELMI000976"	"MOD"	"MOD_CK2_1"	"IRS1_RAT"	"P35570"	"P35570"	"96"	"102"	"8349691"	"mass detection of residue modification; protein kinase assay"	"true positive"	""	"Rattus norvegicus"
"ELMI000930"	"MOD"	"MOD_CK2_1"	"IRS1_RAT"	"P35570"	"P35570"	"499"	"505"	"8349691"	"mass detection of residue modification; protein kinase assay; protein kinase assay"	"true positive"	""	"Rattus norvegicus"
"ELMI003841"	"MOD"	"MOD_CK2_1"	"KDM1A_HUMAN"	"O60341"	"O60341 A8MWP9 Q5TH94 Q5TH95 Q86VT7 Q8IXK4 Q8NDP6 Q8TAZ3 Q96AW4"	"128"	"134"	"25999347"	"Identification by mass spectrometry; alanine scanning; coimmunoprecipitation; polyclonal antibody; protein kinase assay; protein kinase assay; pull down; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003842"	"MOD"	"MOD_CK2_1"	"KDM1A_HUMAN"	"O60341"	"O60341 A8MWP9 Q5TH94 Q5TH95 Q86VT7 Q8IXK4 Q8NDP6 Q8TAZ3 Q96AW4"	"134"	"140"	"25999347"	"Identification by mass spectrometry; alanine scanning; coimmunoprecipitation; polyclonal antibody; protein kinase assay; protein kinase assay; pull down; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003846"	"MOD"	"MOD_CK2_1"	"KS6B1_RAT"	"P67999-2"	"P67999 P21425"	"14"	"20"	"16895915"	"alanine scanning; inhibitor; protein kinase assay; protein kinase assay; western blot"	"true positive"	""	"Rattus norvegicus"
"ELMI003855"	"MOD"	"MOD_CK2_1"	"MUSK_RAT"	"Q62838"	"Q62838"	"694"	"700"	"16818610"	"alanine scanning; coimmunoprecipitation; protein kinase assay; two hybrid"	"true positive"	""	"Rattus norvegicus"
"ELMI003849"	"MOD"	"MOD_CK2_1"	"NKX31_HUMAN"	"Q99801"	"Q99801 O15465 Q9H2P4 Q9H2P5 Q9H2P6 Q9H2P7 Q9HBG0"	"86"	"92"	"16581776"	"Identification by mass spectrometry; alanine scanning; in-gel kinase assay; protein kinase assay; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI003839"	"MOD"	"MOD_CK2_1"	"NOL3_RAT"	"Q62881"	"Q62881"	"146"	"152"	"12191471"	"Identification by mass spectrometry; alanine scanning; coimmunoprecipitation; inhibitor; protein kinase assay; protein kinase assay; western blot"	"true positive"	""	"Rattus norvegicus"
"ELMI003836"	"MOD"	"MOD_CK2_1"	"OLIG2_HUMAN"	"Q13516"	"Q13516 B3KRF3 Q05BP9 Q49AL3 Q86X04 Q9NZ14"	"10"	"16"	"28355568"	"Identification by mass spectrometry; inhibitor; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI003840"	"MOD"	"MOD_CK2_1"	"OTUB1_HUMAN"	"Q96FW1"	"Q96FW1 Q32Q78 Q96II3 Q9NXQ4 Q9P0B8"	"13"	"19"	"25872870"	"Identification by mass spectrometry; alanine scanning; protein kinase assay; protein kinase assay; rna interference"	"true positive"	""	"Homo sapiens"
"ELMI003854"	"MOD"	"MOD_CK2_1"	"PAWR_HUMAN"	"Q96IZ0"	"Q96IZ0 O75796 Q6FHY9 Q8N700"	"228"	"234"	"24457960"	"alanine scanning; protein kinase assay; protein kinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003852"	"MOD"	"MOD_CK2_1"	"PAWR_RAT"	"Q62627"	"Q62627"	"121"	"127"	"24457960"	"Identification by mass spectrometry; alanine scanning; coimmunoprecipitation; protein kinase assay"	"true positive"	""	"Rattus norvegicus"
"ELMI003853"	"MOD"	"MOD_CK2_1"	"PAWR_RAT"	"Q62627"	"Q62627"	"220"	"226"	"24457960"	"Identification by mass spectrometry; alanine scanning; coimmunoprecipitation; protein kinase assay"	"true positive"	""	"Rattus norvegicus"
"ELMI003837"	"MOD"	"MOD_CK2_1"	"PDX1_MOUSE"	"P52946"	"P52946 Q3ZB03"	"229"	"235"	"28036027"	"alanine scanning; glutathione s tranferase tag; inhibitor; protein kinase assay; pull down"	"true positive"	""	"Mus musculus"
"ELMI002142"	"MOD"	"MOD_CK2_1"	"PTEN_HUMAN"	"P60484"	"P60484 B2R904 O00633 O02679 Q6ICT7"	"382"	"388"	"12788938"	"mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002140"	"MOD"	"MOD_CK2_1"	"VPU_HV1BR"	"P05923"	"P05923"	"49"	"55"	"8139011"	"mutation analysis"	"true positive"	""	"Human immunodeficiency virus type 1 (BRU ISOLATE)"
"ELMI002141"	"MOD"	"MOD_CK2_1"	"VPU_HV1BR"	"P05923"	"P05923"	"53"	"59"	"8139011"	"mutation analysis"	"true positive"	""	"Human immunodeficiency virus type 1 (BRU ISOLATE)"
"ELMI002139"	"MOD"	"MOD_CK2_1"	"XRCC1_HUMAN"	"P18887"	"P18887 Q6IBS4 Q9HCB1"	"515"	"521"	"19155274"	"detection by mass spectrometry; protein kinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002166"	"MOD"	"MOD_CK2_1"	"XRCC1_HUMAN"	"P18887"	"P18887 Q6IBS4 Q9HCB1"	"520"	"526"	"19155274 15066279"	"mass detection of residue modification; protein kinase assay; radiolabel; western blot"	"true positive"	""	"Homo sapiens"
"ELMI000329"	"MOD"	"MOD_CMANNOS"	"CO6_HUMAN"	"P13671"	"P13671"	"29"	"32"	"10551839"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000330"	"MOD"	"MOD_CMANNOS"	"CO6_HUMAN"	"P13671"	"P13671"	"568"	"571"	"10551839"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000331"	"MOD"	"MOD_CMANNOS"	"CO6_HUMAN"	"P13671"	"P13671"	"571"	"574"	"10551839"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000332"	"MOD"	"MOD_CMANNOS"	"CO7_HUMAN"	"P10643"	"P10643 Q6P3T5 Q92489"	"506"	"509"	"10551839"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000333"	"MOD"	"MOD_CMANNOS"	"CO8A_HUMAN"	"P07357"	"P07357 A2RUI4 A2RUI5 Q13668 Q9H130"	"44"	"47"	"10551839"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000334"	"MOD"	"MOD_CMANNOS"	"CO8A_HUMAN"	"P07357"	"P07357 A2RUI4 A2RUI5 Q13668 Q9H130"	"542"	"545"	"10551839"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000335"	"MOD"	"MOD_CMANNOS"	"CO8A_HUMAN"	"P07357"	"P07357 A2RUI4 A2RUI5 Q13668 Q9H130"	"545"	"548"	"10551839"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000338"	"MOD"	"MOD_CMANNOS"	"CO8B_HUMAN"	"P07358"	"P07358"	"70"	"73"	"10551839"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000340"	"MOD"	"MOD_CMANNOS"	"CO8B_HUMAN"	"P07358"	"P07358"	"548"	"551"	"10551839"	"detection by mass spectrometry"	"true negative"	""	"Homo sapiens"
"ELMI000339"	"MOD"	"MOD_CMANNOS"	"CO8B_HUMAN"	"P07358"	"P07358"	"551"	"554"	"10551839"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000341"	"MOD"	"MOD_CMANNOS"	"CO9_HUMAN"	"P02748"	"P02748"	"48"	"51"	"10551839"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000221"	"MOD"	"MOD_CMANNOS"	"IL12B_HUMAN"	"P29460"	"P29460"	"319"	"322"	"10207176"	"nuclear magnetic resonance"	"true positive"	""	"Homo sapiens"
"ELMI000325"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"80"	"83"	"10878002"	"detection by mass spectrometry"	"true negative"	""	"Homo sapiens"
"ELMI000314"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"83"	"86"	"10878002"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000315"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"139"	"142"	"10878002"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000317"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"142"	"145"	"10878002"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000318"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"196"	"199"	"10878002"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000319"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"199"	"202"	"10878002"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000320"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"260"	"263"	"10878002"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000326"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"318"	"321"	"10878002"	"detection by mass spectrometry"	"true negative"	""	"Homo sapiens"
"ELMI000321"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"321"	"324"	"10878002"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000322"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"382"	"385"	"10878002"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000324"	"MOD"	"MOD_CMANNOS"	"PROP_HUMAN"	"P27918"	"P27918 O15134 O15135 O15136 O75826"	"385"	"388"	"10878002"	"detection by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI000220"	"MOD"	"MOD_CMANNOS"	"RNAS2_HUMAN"	"P10153"	"P10153 Q52M39 Q9H2B7 Q9UCG7"	"34"	"37"	"7947762"	"de novo protein sequencing by mass spectrometry"	"true positive"	""	"Homo sapiens"
"ELMI003660"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"AMPH_HUMAN"	"P49418"	"P49418 A4D1X8 A4D1X9 O43538 Q75MJ8 Q75MK5 Q75MM3 Q8N4G0"	"290"	"294"	"16733250"	"chromatography technology; comigration in sds page; detection by mass spectrometry; edman degradation; his tag; monoclonal antibody western blot; mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI003661"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"AMPH_MOUSE"	"Q7TQF7"	"Q7TQF7 Q8R1C4"	"290"	"294"	"16733250 25905439"	"autoradiography; comigration in sds page; monoclonal antibody western blot; mutation analysis"	"true positive"	""	"Mus musculus"
"ELMI003648"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"ARIP4_HUMAN"	"Q9Y4B4"	"Q9Y4B4 Q8TB57 Q9BV54"	"1166"	"1170"	"15199138"	"anti tag coimmunoprecipitation; coimmunoprecipitation; monoclonal antibody western blot"	"true positive"	""	"Homo sapiens"
"ELMI003649"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"ARIP4_MOUSE"	"Q99NG0"	"Q99NG0 Q3UPJ1"	"1165"	"1169"	"15199138"	"green fluorescent protein tag"	"true positive"	""	"Mus musculus"
"ELMI003665"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"CASP9_HUMAN"	"P55211"	"P55211 O95348 Q53Y70 Q5JRU9 Q92852 Q9BQ62 Q9UEQ3 Q9UIJ8"	"122"	"126"	"19081073 19016842"	"coimmunoprecipitation; comigration in sds page; inhibitor; monoclonal antibody western blot; mutation analysis; protein kinase assay; protein kinase assay"	"unknown"	""	"Homo sapiens"
"ELMI003650"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"CCNL2_HUMAN"	"Q96S94"	"Q96S94 A0A024R072 A0A024R077 A0A0C4DGC4 A8K8A3 B1B152 F2Z3J5 Q5T2N5 Q5T2N6 Q6IQ12 Q7Z4Z8 Q8N3C9 Q8N3D5 Q8NHE3 Q8TEL0 Q96B00"	"397"	"401"	"14623875"	"Identification by mass spectrometry; autoradiography; coimmunoprecipitation; comigration in sds page; detection by mass spectrometry; protein kinase assay; solid phase assay"	"unknown"	""	"Homo sapiens"
"ELMI003651"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"CCNL2_HUMAN"	"Q96S94"	"Q96S94 A0A024R072 A0A024R077 A0A0C4DGC4 A8K8A3 B1B152 F2Z3J5 Q5T2N5 Q5T2N6 Q6IQ12 Q7Z4Z8 Q8N3C9 Q8N3D5 Q8NHE3 Q8TEL0 Q96B00"	"424"	"428"	"14623875"	"Identification by mass spectrometry; autoradiography; coimmunoprecipitation; comigration in sds page; detection by mass spectrometry; protein kinase assay; solid phase assay"	"unknown"	""	"Homo sapiens"
"ELMI003669"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"CDKL5_HUMAN"	"O76039"	"O76039 G9B9X4 Q14198 Q5H985 Q8IYC7 Q9UJL6"	"717"	"721"	"27840050"	"Identification by mass spectrometry; autoradiography; comigration in sds page; mutation analysis; protein kinase assay; pull down"	"true positive"	""	"Homo sapiens"
"ELMI003659"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"DYN1_MOUSE"	"P39053-4"	"P39053 A2AN50 A2AN51 A2AN54 A2AN55 Q3UNM1 Q5DTN7 Q61358 Q61359 Q61360 Q6PDM5 Q8JZZ4 Q9CSY7 Q9QXX1"	"854"	"858"	"22857010"	"coimmunoprecipitation; comigration in sds page; monoclonal antibody western blot"	"true positive"	""	"Mus musculus"
"ELMI003658"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"DYN1_RAT"	"P21575"	"P21575"	"854"	"858"	"15287745 11877424 22857010"	"Identification by mass spectrometry; chromatography technology; coimmunoprecipitation; comigration in sds page; monoclonal antibody western blot; phosphoamino acid analysis; protein kinase assay; protein kinase assay"	"true positive"	""	"Rattus norvegicus"
"ELMI003668"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"EI2BE_RAT"	"Q64350"	"Q64350 Q5RKL3"	"536"	"540"	"11311121"	"Identification by mass spectrometry; comigration in sds page; edman degradation; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI003657"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"ID2_HUMAN"	"Q02363"	"Q02363"	"24"	"28"	"26735018"	"Identification by mass spectrometry; autoradiography; comigration in sds page; monoclonal antibody western blot; mutation analysis; x-ray crystallography"	"true positive"	"4AYA"	"Homo sapiens"
"ELMI003652"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"MP2K1_RAT"	"Q01986"	"Q01986 Q5EBD5"	"289"	"293"	"15917294"	"coimmunoprecipitation; deletion analysis; monoclonal antibody western blot"	"true positive"	""	"Rattus norvegicus"
"ELMI003662"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"NFAC1_HUMAN"	"O95644"	"O95644 Q12865 Q15793"	"258"	"262"	"28235034"	"coimmunoprecipitation; identification by antibody; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003663"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"RN169_HUMAN"	"Q8NCN4"	"Q8NCN4 Q6N015"	"365"	"369"	"30979931"	"Identification by mass spectrometry; autoradiography; coimmunoprecipitation; mutation analysis; protein kinase assay; tandem affinity purification"	"true positive"	""	"Homo sapiens"
"ELMI003664"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"RN169_HUMAN"	"Q8NCN4"	"Q8NCN4 Q6N015"	"400"	"404"	"30979931"	"Identification by mass spectrometry; autoradiography; coimmunoprecipitation; mutation analysis; protein kinase assay; tandem affinity purification"	"true positive"	""	"Homo sapiens"
"ELMI003653"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"SEPT4_HUMAN"	"O43236"	"O43236 B2RD42 B3KSX9 B4DXC6 B4DXV5 Q6IAP3 Q9H315 Q9UM58"	"104"	"108"	"18938227"	"autoradiography; coimmunoprecipitation; comigration in sds page; monoclonal antibody western blot; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI003667"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"SRSF1_HUMAN"	"Q07955"	"Q07955 B2R6Z7 D3DTZ3 Q13809"	"224"	"228"	"18658135"	"coimmunoprecipitation; comigration in sds page; detection by mass spectrometry; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI003654"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"SRSF6_HUMAN"	"Q13247"	"Q13247 B7Z6J3 E1P5W6 Q13244 Q13245 Q96J06 Q9UJB8 Q9Y3N7"	"300"	"304"	"22767602"	"autoradiography; coimmunoprecipitation; comigration in sds page; monoclonal antibody western blot; pull down"	"true positive"	""	"Homo sapiens"
"ELMI003655"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"SRSF7_HUMAN"	"Q16629"	"Q16629 B4DLU6 G5E9M3 Q564D3"	"214"	"218"	"21215488"	"anti tag coimmunoprecipitation; autoradiography; coimmunoprecipitation; comigration in sds page; confocal microscopy; monoclonal antibody western blot; pull down"	"true positive"	""	"Homo sapiens"
"ELMI003656"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"SRSF7_HUMAN"	"Q16629"	"Q16629 B4DLU6 G5E9M3 Q564D3"	"230"	"234"	"21215488"	"anti tag coimmunoprecipitation; autoradiography; coimmunoprecipitation; comigration in sds page; confocal microscopy; monoclonal antibody western blot; pull down"	"true positive"	""	"Homo sapiens"
"ELMI003666"	"MOD"	"MOD_DYRK1A_RPxSP_1"	"TAU_HUMAN"	"P10636-8"	"P10636 P18518 Q14799 Q15549 Q15550 Q15551 Q1RMF6 Q53YB1 Q5CZI7 Q5XWF0 Q6QT54 Q9UDJ3 Q9UMH0 Q9UQ96"	"209"	"213"	"16242644 17135279 16987243 11311121"	"Identification by mass spectrometry; autoradiography; coimmunoprecipitation; comigration in sds page; monoclonal antibody western blot; mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI002730"	"MOD"	"MOD_GlcNHglycan"	"SDC1_MOUSE"	"P18828"	"P18828 Q62278 Q9WVD2"	"36"	"39"	"8163535"	"deglycosylase assay; western blot"	"true positive"	""	"Mus musculus"
"ELMI002731"	"MOD"	"MOD_GlcNHglycan"	"SDC1_MOUSE"	"P18828"	"P18828 Q62278 Q9WVD2"	"46"	"49"	"8163535"	"deglycosylase assay; western blot"	"true positive"	""	"Mus musculus"
"ELMI002728"	"MOD"	"MOD_GlcNHglycan"	"SDC1_MOUSE"	"P18828"	"P18828 Q62278 Q9WVD2"	"206"	"209"	"8163535"	"deglycosylase assay; western blot"	"true positive"	""	"Mus musculus"
"ELMI002729"	"MOD"	"MOD_GlcNHglycan"	"SDC1_MOUSE"	"P18828"	"P18828 Q62278 Q9WVD2"	"216"	"219"	"8163535"	"deglycosylase assay; western blot"	"true positive"	""	"Mus musculus"
"ELMI002732"	"MOD"	"MOD_GlcNHglycan"	"SDC_CAEEL"	"P50605"	"P50605"	"70"	"73"	"17369258"	"mutation analysis; western blot"	"true positive"	""	"Caenorhabditis elegans"
"ELMI002733"	"MOD"	"MOD_GlcNHglycan"	"SDC_CAEEL"	"P50605"	"P50605"	"85"	"88"	"17369258"	"mutation analysis; western blot"	"true positive"	""	"Caenorhabditis elegans"
"ELMI001861"	"MOD"	"MOD_GSK3_1"	"ATX3_HUMAN"	"P54252"	"P54252 A7LFZ5 O15284 O15285 O15286 Q8N189 Q96TC3 Q96TC4 Q9H3N0"	"253"	"260"	"17434145"	"mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002602"	"MOD"	"MOD_GSK3_1"	"CCNE1_HUMAN"	"P24864-3"	"P24864 A8K684 Q14091 Q8NFG1 Q92501 Q9UD21"	"373"	"380"	"14536078"	"inhibitor; mutation analysis; protein kinase assay; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002282"	"MOD"	"MOD_GSK3_1"	"CCNE1_HUMAN"	"P24864"	"P24864 A8K684 Q14091 Q8NFG1 Q92501 Q9UD21"	"388"	"395"	"14536078"	"Two dimensional phosphopeptide mapping"	"true positive"	""	"Homo sapiens"
